303785.30868,2767155.40697
303786.30868,2767156.40697
303787.30868,2767157.40697
303788.30868,2767158.40697
303789.30868,2767159.40697
303790.30868,2767160.40697
303791.30868,2767161.40697
303792.30868,2767162.40697
303793.30868,2767163.40697
303794.30868,2767164.40697
303795.30868,2767165.40697
303796.30868,2767166.40697
303797.30868,2767167.40697
303798.30868,2767168.40697
303799.30868,2767169.40697
303800.30868,2767170.40697
303801.30868,2767171.40697
303802.30868,2767172.40697
303803.30868,2767173.40697
303804.30868,2767174.40697
303805.30868,2767175.40697
303806.30868,2767176.40697
303807.30868,2767177.40697
303808.30868,2767178.40697
303809.30868,2767179.40697
303810.30868,2767180.40697
303811.30868,2767181.40697
303812.30868,2767182.40697
303813.30868,2767183.40697
303814.30868,2767184.40697
303815.30868,2767185.40697
303816.30868,2767186.40697
303817.30868,2767187.40697
303818.30868,2767188.40697
303819.30868,2767189.40697
303820.30868,2767190.40697
303821.30868,2767191.40697
303822.30868,2767192.40697
303823.30868,2767193.40697
303824.30868,2767194.40697
303825.30868,2767195.40697
303826.30868,2767196.40697
303827.30868,2767197.40697
303828.30868,2767198.40697
303829.30868,2767199.40697
303830.30868,2767200.40697
303831.30868,2767201.40697
303832.30868,2767202.40697
303833.30868,2767203.40697
303834.30868,2767204.40697
303835.30868,2767205.40697
303836.30868,2767206.40697
303837.30868,2767207.40697
303838.30868,2767208.40697
303839.30868,2767209.40697
303840.30868,2767210.40697
303841.30868,2767211.40697
303842.30868,2767212.40697
303843.30868,2767213.40697
303844.30868,2767214.40697
303845.30868,2767215.40697
303846.30868,2767216.40697
303847.30868,2767217.40697
303848.30868,2767218.40697
303849.30868,2767219.40697
303850.30868,2767220.40697
303851.30868,2767221.40697
303852.30868,2767222.40697
303853.30868,2767223.40697
303854.30868,2767224.40697
303855.30868,2767225.40697
303856.30868,2767226.40697
303857.30868,2767227.40697
303858.30868,2767228.40697
303859.30868,2767229.40697
303860.30868,2767230.40697
303861.30868,2767231.40697
303862.30868,2767232.40697
303863.30868,2767233.40697
303864.30868,2767234.40697
303865.30868,2767235.40697
303866.30868,2767236.40697
303867.30868,2767237.40697
303868.30868,2767238.40697
303869.30868,2767239.40697
303870.30868,2767240.40697
303871.30868,2767241.40697
303872.30868,2767242.40697
303873.30868,2767243.40697
303874.30868,2767244.40697
303875.30868,2767245.40697
303876.30868,2767246.40697
303877.30868,2767247.40697
303878.30868,2767248.40697
303879.30868,2767249.40697
303880.30868,2767250.40697
303881.30868,2767251.40697
303882.30868,2767252.40697
303883.30868,2767253.40697
303884.30868,2767254.40697
303885.30868,2767255.40697
303886.30868,2767256.40697
303887.30868,2767257.40697
303888.30868,2767258.40697
303889.30868,2767259.40697
303890.30868,2767260.40697
303891.30868,2767261.40697
303892.30868,2767262.40697
303893.30868,2767263.40697
303894.30868,2767264.40697
303895.30868,2767265.40697
303896.30868,2767266.40697
303897.30868,2767267.40697
303898.30868,2767268.40697
303899.30868,2767269.40697
303900.30868,2767270.40697
303901.30868,2767271.40697
303902.30868,2767272.40697
303903.30868,2767273.40697
303904.30868,2767274.40697
303905.30868,2767275.40697
303906.30868,2767276.40697
303907.30868,2767277.40697
303908.30868,2767278.40697
303909.30868,2767279.40697
303910.30868,2767280.40697
303911.30868,2767281.40697
303912.30868,2767282.40697
303913.30868,2767283.40697
303914.30868,2767284.40697
303915.30868,2767285.40697
303916.30868,2767286.40697
303917.30868,2767287.40697
303918.30868,2767288.40697
303919.30868,2767289.40697
303920.30868,2767290.40697
303921.30868,2767291.40697
303922.30868,2767292.40697
303923.30868,2767293.40697
303924.30868,2767294.40697
303925.30868,2767295.40697
